,frame,timestamp,rssi,frame_control,source_mac,core,seq_num,channel_spec,spatial_stream,chip,rssi_ma
113,113,1750558975758390,-47,128,3C:6A:D2:84:AD:40,0,20688,2ae0,0,43455c0,-47.0
114,114,1750558975861159,-47,128,3C:6A:D2:84:AD:40,0,20704,2ae0,0,43455c0,-47.0
115,115,1750558975964184,-47,128,3C:6A:D2:84:AD:40,0,20720,2ae0,0,43455c0,-47.0
116,116,1750558976065893,-47,128,3C:6A:D2:84:AD:40,0,20736,2ae0,0,43455c0,-47.0
117,117,1750558976168486,-47,128,3C:6A:D2:84:AD:40,0,20752,2ae0,0,43455c0,-47.0
118,118,1750558976270746,-47,128,3C:6A:D2:84:AD:40,0,20768,2ae0,0,43455c0,-47.0
119,119,1750558976371977,-47,128,3C:6A:D2:84:AD:40,0,20784,2ae0,0,43455c0,-47.0
120,120,1750558976475414,-47,128,3C:6A:D2:84:AD:40,0,20800,2ae0,0,43455c0,-47.0
121,121,1750558976577938,-47,128,3C:6A:D2:84:AD:40,0,20816,2ae0,0,43455c0,-47.0
122,122,1750558976680386,-47,128,3C:6A:D2:84:AD:40,0,20832,2ae0,0,43455c0,-47.0
123,123,1750558976782779,-47,128,3C:6A:D2:84:AD:40,0,20848,2ae0,0,43455c0,-47.0
124,124,1750558976885188,-47,128,3C:6A:D2:84:AD:40,0,20864,2ae0,0,43455c0,-47.0
125,125,1750558976986563,-47,128,3C:6A:D2:84:AD:40,0,20880,2ae0,0,43455c0,-47.0
126,126,1750558977089791,-47,128,3C:6A:D2:84:AD:40,0,20896,2ae0,0,43455c0,-47.0
127,127,1750558977192351,-47,128,3C:6A:D2:84:AD:40,0,20912,2ae0,0,43455c0,-47.0
128,128,1750558977294761,-47,128,3C:6A:D2:84:AD:40,0,20928,2ae0,0,43455c0,-47.0
129,129,1750558977397279,-47,128,3C:6A:D2:84:AD:40,0,20944,2ae0,0,43455c0,-47.0
130,130,1750558977499617,-47,128,3C:6A:D2:84:AD:40,0,20960,2ae0,0,43455c0,-47.0
131,131,1750558977601041,-47,128,3C:6A:D2:84:AD:40,0,20976,2ae0,0,43455c0,-47.0
132,132,1750558977704410,-47,128,3C:6A:D2:84:AD:40,0,20992,2ae0,0,43455c0,-47.0
133,133,1750558977806800,-47,128,3C:6A:D2:84:AD:40,0,21008,2ae0,0,43455c0,-47.0
134,134,1750558977909183,-47,128,3C:6A:D2:84:AD:40,0,21024,2ae0,0,43455c0,-47.0
135,135,1750558978011590,-47,128,3C:6A:D2:84:AD:40,0,21040,2ae0,0,43455c0,-47.0
136,136,1750558978113995,-47,128,3C:6A:D2:84:AD:40,0,21056,2ae0,0,43455c0,-47.0
137,137,1750558978216405,-47,128,3C:6A:D2:84:AD:40,0,21072,2ae0,0,43455c0,-47.0
138,138,1750558978318818,-47,128,3C:6A:D2:84:AD:40,0,21088,2ae0,0,43455c0,-47.0
139,139,1750558978422300,-47,128,3C:6A:D2:84:AD:40,0,21104,2ae0,0,43455c0,-47.0
140,140,1750558978525493,-47,128,3C:6A:D2:84:AD:40,0,21120,2ae0,0,43455c0,-47.0
141,141,1750558978566427,-47,8,3C:6A:D2:84:AD:40,0,49152,2ae0,0,43455c0,-47.0
142,142,1750558978625064,-47,128,3C:6A:D2:84:AD:40,0,21136,2ae0,0,43455c0,-47.0
143,143,1750558978728358,-47,128,3C:6A:D2:84:AD:40,0,21152,2ae0,0,43455c0,-47.0
144,144,1750558978830725,-47,128,3C:6A:D2:84:AD:40,0,21168,2ae0,0,43455c0,-47.0
145,145,1750558978933277,-47,128,3C:6A:D2:84:AD:40,0,21184,2ae0,0,43455c0,-47.0
146,146,1750558979037605,-47,128,3C:6A:D2:84:AD:40,0,21200,2ae0,0,43455c0,-47.0
147,147,1750558979136144,-47,8,3C:6A:D2:84:AD:40,0,49168,2ae0,0,43455c0,-47.0
148,148,1750558979137848,-47,128,3C:6A:D2:84:AD:40,0,21216,2ae0,0,43455c0,-47.0
149,149,1750558979240196,-47,128,3C:6A:D2:84:AD:40,0,21232,2ae0,0,43455c0,-47.0
150,150,1750558979240709,-47,8,3C:6A:D2:84:AD:40,0,49184,2ae0,0,43455c0,-47.0
151,151,1750558979342772,-47,128,3C:6A:D2:84:AD:40,0,21248,2ae0,0,43455c0,-47.0
152,152,1750558979346720,-47,8,3C:6A:D2:84:AD:40,0,49200,2ae0,0,43455c0,-47.0
153,153,1750558979356802,-47,8,3C:6A:D2:84:AD:40,0,49216,2ae0,0,43455c0,-47.0
154,154,1750558979444492,-47,128,3C:6A:D2:84:AD:40,0,21264,2ae0,0,43455c0,-47.0
155,155,1750558979546485,-47,128,3C:6A:D2:84:AD:40,0,21280,2ae0,0,43455c0,-47.0
156,156,1750558979563300,-47,8,3C:6A:D2:84:AD:40,0,49232,2ae0,0,43455c0,-47.0
157,157,1750558979644317,-47,8,3C:6A:D2:84:AD:40,0,49248,2ae0,0,43455c0,-47.0
158,158,1750558979649929,-47,128,3C:6A:D2:84:AD:40,0,21296,2ae0,0,43455c0,-47.0
159,159,1750558979752366,-47,128,3C:6A:D2:84:AD:40,0,21312,2ae0,0,43455c0,-47.0
160,160,1750558979854730,-47,128,3C:6A:D2:84:AD:40,0,21328,2ae0,0,43455c0,-47.0
161,161,1750558979956489,-47,128,3C:6A:D2:84:AD:40,0,21344,2ae0,0,43455c0,-47.0
162,162,1750558980058699,-47,128,3C:6A:D2:84:AD:40,0,21360,2ae0,0,43455c0,-47.0
163,163,1750558980162031,-47,128,3C:6A:D2:84:AD:40,0,21376,2ae0,0,43455c0,-47.0
164,164,1750558980264387,-47,128,3C:6A:D2:84:AD:40,0,21392,2ae0,0,43455c0,-47.0
165,165,1750558980366752,-47,128,3C:6A:D2:84:AD:40,0,21408,2ae0,0,43455c0,-47.0
166,166,1750558980469152,-47,128,3C:6A:D2:84:AD:40,0,21424,2ae0,0,43455c0,-47.0
167,167,1750558980571664,-47,128,3C:6A:D2:84:AD:40,0,21440,2ae0,0,43455c0,-47.0
168,168,1750558980674015,-47,128,3C:6A:D2:84:AD:40,0,21456,2ae0,0,43455c0,-47.0
169,169,1750558980775619,-47,128,3C:6A:D2:84:AD:40,0,21472,2ae0,0,43455c0,-47.0
170,170,1750558980878759,-47,128,3C:6A:D2:84:AD:40,0,21488,2ae0,0,43455c0,-47.0
171,171,1750558980980900,-47,128,3C:6A:D2:84:AD:40,0,21504,2ae0,0,43455c0,-47.0
172,172,1750558981083839,-47,128,3C:6A:D2:84:AD:40,0,21520,2ae0,0,43455c0,-47.0
173,173,1750558981185941,-47,128,3C:6A:D2:84:AD:40,0,21536,2ae0,0,43455c0,-47.0
174,174,1750558981288418,-47,128,3C:6A:D2:84:AD:40,0,21552,2ae0,0,43455c0,-47.0
175,175,1750558981390405,-47,128,3C:6A:D2:84:AD:40,0,21568,2ae0,0,43455c0,-47.0
176,176,1750558981492997,-47,128,3C:6A:D2:84:AD:40,0,21584,2ae0,0,43455c0,-47.0
177,177,1750558981595367,-47,128,3C:6A:D2:84:AD:40,0,21600,2ae0,0,43455c0,-47.0
178,178,1750558981697878,-47,128,3C:6A:D2:84:AD:40,0,21616,2ae0,0,43455c0,-47.0
179,179,1750558981800183,-47,128,3C:6A:D2:84:AD:40,0,21632,2ae0,0,43455c0,-47.0
180,180,1750558981902724,-47,128,3C:6A:D2:84:AD:40,0,21648,2ae0,0,43455c0,-47.0
181,181,1750558982004938,-47,128,3C:6A:D2:84:AD:40,0,21664,2ae0,0,43455c0,-47.0
182,182,1750558982107589,-47,128,3C:6A:D2:84:AD:40,0,21680,2ae0,0,43455c0,-47.0
183,183,1750558982210039,-47,128,3C:6A:D2:84:AD:40,0,21696,2ae0,0,43455c0,-47.0
184,184,1750558982312387,-47,128,3C:6A:D2:84:AD:40,0,21712,2ae0,0,43455c0,-47.0
185,185,1750558982416973,-47,128,3C:6A:D2:84:AD:40,0,21728,2ae0,0,43455c0,-47.0
186,186,1750558982450148,-47,8,3C:6A:D2:84:AD:40,0,49264,2ae0,0,43455c0,-47.0
187,187,1750558982517200,-47,128,3C:6A:D2:84:AD:40,0,21744,2ae0,0,43455c0,-47.0
188,188,1750558982619561,-47,128,3C:6A:D2:84:AD:40,0,21760,2ae0,0,43455c0,-47.0
189,189,1750558982722061,-47,128,3C:6A:D2:84:AD:40,0,21776,2ae0,0,43455c0,-47.0
190,190,1750558982826532,-47,128,3C:6A:D2:84:AD:40,0,21792,2ae0,0,43455c0,-47.0
191,191,1750558982926824,-47,128,3C:6A:D2:84:AD:40,0,21808,2ae0,0,43455c0,-47.0
192,192,1750558983029223,-47,128,3C:6A:D2:84:AD:40,0,21824,2ae0,0,43455c0,-47.0
193,193,1750558983131602,-47,128,3C:6A:D2:84:AD:40,0,21840,2ae0,0,43455c0,-47.0
