,frame,timestamp,rssi,frame_control,source_mac,core,seq_num,channel_spec,spatial_stream,chip,rssi_ma
198,198,1750559165405407,-55,128,3C:6A:D2:84:AD:40,0,50800,2ae0,0,43455c0,-51.333333333333336
199,199,1750559165506936,-52,128,3C:6A:D2:84:AD:40,0,50816,2ae0,0,43455c0,-52.0
200,200,1750559165597479,-54,8,3C:6A:D2:84:AD:40,0,59312,2ae0,0,43455c0,-53.666666666666664
201,201,1750559165610163,-54,128,3C:6A:D2:84:AD:40,0,50832,2ae0,0,43455c0,-53.333333333333336
202,202,1750559165712553,-61,128,3C:6A:D2:84:AD:40,0,50848,2ae0,0,43455c0,-56.333333333333336
203,203,1750559165815005,-53,128,3C:6A:D2:84:AD:40,0,50864,2ae0,0,43455c0,-56.0
204,204,1750559165917394,-56,128,3C:6A:D2:84:AD:40,0,50880,2ae0,0,43455c0,-56.666666666666664
205,205,1750559166019775,-55,128,3C:6A:D2:84:AD:40,0,50896,2ae0,0,43455c0,-54.666666666666664
206,206,1750559166122313,-50,128,3C:6A:D2:84:AD:40,0,50912,2ae0,0,43455c0,-53.666666666666664
207,207,1750559166224693,-51,128,3C:6A:D2:84:AD:40,0,50928,2ae0,0,43455c0,-52.0
208,208,1750559166326979,-53,128,3C:6A:D2:84:AD:40,0,50944,2ae0,0,43455c0,-51.333333333333336
209,209,1750559166429390,-56,128,3C:6A:D2:84:AD:40,0,50960,2ae0,0,43455c0,-53.333333333333336
210,210,1750559166531863,-53,128,3C:6A:D2:84:AD:40,0,50976,2ae0,0,43455c0,-54.0
211,211,1750559166634172,-53,128,3C:6A:D2:84:AD:40,0,50992,2ae0,0,43455c0,-54.0
212,212,1750559166738427,-53,128,3C:6A:D2:84:AD:40,0,51008,2ae0,0,43455c0,-53.0
213,213,1750559166838929,-52,128,3C:6A:D2:84:AD:40,0,51024,2ae0,0,43455c0,-52.666666666666664
214,214,1750559166940546,-51,128,3C:6A:D2:84:AD:40,0,51040,2ae0,0,43455c0,-52.0
215,215,1750559167043759,-55,128,3C:6A:D2:84:AD:40,0,51056,2ae0,0,43455c0,-52.666666666666664
